Q1A,Q1I,Q1E,Q2A,Q2I,Q2E,Q3A,Q3I,Q3E,Q4A,Q4I,Q4E,Q5A,Q5I,Q5E,Q6A,Q6I,Q6E,Q7A,Q7I,Q7E,Q8A,Q8I,Q8E,Q9A,Q9I,Q9E,Q10A,Q10I,Q10E,Q11A,Q11I,Q11E,Q12A,Q12I,Q12E,Q13A,Q13I,Q13E,Q14A,Q14I,Q14E,Q15A,Q15I,Q15E,Q16A,Q16I,Q16E,Q17A,Q17I,Q17E,Q18A,Q18I,Q18E,Q19A,Q19I,Q19E,Q20A,Q20I,Q20E,Q21A,Q21I,Q21E,Q22A,Q22I,Q22E,Q23A,Q23I,Q23E,Q24A,Q24I,Q24E,Q25A,Q25I,Q25E,Q26A,Q26I,Q26E,Q27A,Q27I,Q27E,Q28A,Q28I,Q28E,Q29A,Q29I,Q29E,Q30A,Q30I,Q30E,Q31A,Q31I,Q31E,Q32A,Q32I,Q32E,Q33A,Q33I,Q33E,Q34A,Q34I,Q34E,Q35A,Q35I,Q35E,Q36A,Q36I,Q36E,Q37A,Q37I,Q37E,Q38A,Q38I,Q38E,Q39A,Q39I,Q39E,Q40A,Q40I,Q40E,Q41A,Q41I,Q41E,Q42A,Q42I,Q42E,country,source,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,uniquenetworklocation,hand,religion,orientation,race,voted,married,familysize,major,variance,depression_score,anxiety_score,stress_score,depression_outcome,anxiety_outcome,stress_outcome,depression_target,anxiety_target,stress_target
0,13,3547,1,27,4100,0,22,2851,0,12,6095,1,5,8530,0,17,3292,0,19,3930,0,38,1841,0,31,7852,0,7,13615,0,20,2834,0,41,5643,0,11,2006,1,29,11410,0,25,1900,0,2,7558,0,1,17698,0,39,6521,0,16,8887,0,37,3665,0,26,3509,0,4,6404,0,35,2004,1,6,6598,0,18,9753,0,21,2816,0,3,7000,0,14,2549,0,32,3687,0,42,5433,0,28,6474,0,36,7066,0,40,3473,0,33,3290,0,23,8900,0,8,4473,0,34,3866,0,9,3133,0,24,2921,0,15,8754,0,30,4033,0,10,4455,AR,0,40,235,173,7,6,4,4,6,4,5,4,5,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,3,1,2,26,2,1,1,2,1,60,2,1,1,Programming,0.08826945412311275,2,1,1,0,0,0,0,0,0
2,1,7362,2,13,6257,0,29,19445,0,5,7092,2,18,2623,1,27,4118,1,7,5595,2,25,2330,1,30,5608,0,11,2826,1,38,2724,2,14,4042,0,21,2216,1,10,10330,1,24,3448,0,8,4227,1,19,3584,1,39,2206,2,31,5068,1,33,3072,0,4,2436,2,35,2178,2,26,2498,1,34,4953,1,37,5895,1,16,2629,1,23,4631,1,22,1950,2,20,4459,2,32,55724,1,41,3158,1,15,56879,2,9,4041,1,42,3172,0,6,6761,0,28,2992,1,2,8540,0,3,8301,1,36,4784,1,12,5345,0,17,2397,2,40,2796,CA,0,8,301,179,5,3,5,6,6,4,7,5,4,4,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,35,1,1,1,1,1,60,1,2,3,,0.5342624854819973,10,15,19,1,3,2,0,1,0
0,30,3532,0,27,1738,2,14,4733,0,5,5077,1,1,11469,1,3,6688,0,34,6613,1,35,6215,0,29,4758,1,15,5862,0,40,3364,0,9,4226,0,42,1648,0,28,4455,0,10,1652,1,39,2972,0,2,5716,1,11,8509,0,31,8496,0,22,2572,1,32,2723,0,6,5718,0,13,1640,1,21,4093,0,12,5712,0,17,2057,0,25,8728,0,36,1682,0,33,4096,1,8,5818,2,37,3764,0,18,5874,1,16,3964,0,41,10578,1,7,10717,1,23,6880,2,19,8880,0,4,2135,1,24,1995,1,20,6452,0,38,1791,1,26,3278,US,0,9,209,125,6,6,5,5,3,4,3,6,5,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,27,2,1,1,2,1,70,1,1,3,,0.4024390243902439,12,3,6,1,0,0,0,0,0
0,34,4236,0,27,2897,0,26,8323,0,31,4567,0,33,3432,1,36,2716,1,30,4953,1,19,2921,2,6,9251,1,22,3719,1,8,3624,1,4,7857,1,29,5435,2,40,7021,0,39,2999,1,11,4425,1,18,3107,1,37,2699,3,35,10244,0,24,3332,1,1,11524,1,20,7092,0,7,3987,1,23,7587,0,21,9872,2,15,4165,1,42,3417,0,17,3088,1,12,4080,0,32,6633,1,25,3268,1,38,3345,1,16,4712,2,9,5801,1,28,1875,0,3,2755,1,2,11184,1,10,3269,1,14,5979,0,41,5430,1,5,4738,3,13,8160,AR,0,58,229,251,1,6,3,6,2,7,5,7,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,1,1,2,35,1,1,1,2,1,70,2,1,2,,0.5952380952380955,16,7,14,2,0,0,0,0,0
0,35,5303,0,36,3241,0,20,15950,1,7,12192,1,14,5568,1,5,4808,2,19,3327,1,33,28704,3,29,5903,1,42,7760,2,24,4281,3,4,2991,2,38,3232,1,10,6608,0,9,3728,0,21,5968,1,22,4409,3,37,2838,2,18,13809,1,27,3871,0,16,3671,1,25,4103,1,30,3807,1,39,4217,2,3,12209,1,23,3390,0,17,3032,2,40,3095,1,15,4929,3,1,21454,1,8,5344,1,41,13519,2,28,4105,1,32,3591,0,34,5032,2,6,2864,1,26,4384,0,11,11279,2,31,4216,3,2,7189,3,12,2856,3,13,5656,UA,2,153,279,223,4,6,4,7,7,5,7,2,2,3,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,3,2,22,2,1,1,2,5,60,1,1,1,design,1.008130081300813,13,25,18,1,4,1,0,1,0
0,23,2892,1,31,3403,0,2,24114,0,40,2711,0,26,2279,0,33,3940,0,20,2792,0,5,2473,0,36,6110,2,32,20893,0,38,2369,0,16,2675,0,39,2414,0,42,3852,1,8,5027,1,19,15517,0,41,2089,0,10,5267,0,14,5363,0,28,2355,0,12,3068,0,13,5072,0,29,2421,1,22,7502,0,1,17658,1,4,12068,2,6,6169,0,24,2614,1,27,12033,0,15,3598,1,34,3274,0,25,4982,1,21,7037,0,9,2096,0,7,6215,0,18,4185,3,3,22225,0,37,2954,0,35,4552,0,17,3595,0,11,2807,1,30,5353,MY,1,3,262,211,5,4,5,3,6,6,6,4,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,23,1,1,1,10,1,10,1,1,5,Administration Science ,0.4854819976771195,10,2,4,1,0,0,0,0,0
0,22,1782,0,26,1979,2,39,2915,0,20,2126,2,9,2853,0,38,2451,0,19,2639,3,36,1250,2,2,5642,3,30,1996,1,21,3432,0,4,8452,1,1,8250,0,6,2416,0,17,2389,3,16,6183,2,40,2478,0,28,1575,2,15,14274,0,42,2298,3,12,2053,3,7,4035,0,24,1943,3,32,3101,0,3,6715,3,23,2017,0,37,2754,0,14,1755,3,35,1894,0,5,5304,3,34,2268,0,29,5155,1,41,3535,3,31,2415,2,13,3973,1,8,2077,3,10,4194,3,18,1777,3,33,1644,0,27,2316,0,25,1287,3,11,2861,US,0,8,142,97,1,6,7,2,3,6,5,7,7,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,23,2,1,1,2,1,70,2,1,1,Medicine,1.8025551684088275,37,5,16,4,0,1,1,0,0
2,24,2851,1,9,2501,3,28,2473,3,13,6157,3,11,2834,2,29,1948,2,8,9667,3,18,2067,3,7,4054,2,1,8382,2,40,1983,3,21,2447,3,4,2477,2,16,3001,2,19,2298,2,20,3052,2,23,1981,2,15,2682,0,3,6964,2,36,632,3,41,1578,3,22,1738,0,42,1641,2,37,2299,3,30,3668,3,33,1335,3,32,1271,3,2,5832,3,31,1594,3,34,2216,2,35,2201,2,5,4456,3,14,1562,3,26,1564,2,12,11398,3,27,1780,2,10,2284,3,25,1467,2,6,3415,3,38,2330,1,39,2636,3,17,3016,US,0,55,136,163,1,2,1,7,6,7,6,3,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,2,1,27,1,1,1,4,1,60,1,1,2,Ecology ,0.6254355400696859,36,29,34,4,4,4,1,1,1
0,5,4210,0,8,3974,2,37,4894,0,40,8421,2,42,3375,0,11,4695,0,23,4521,1,38,4148,0,18,8849,2,33,2523,1,7,4605,2,30,6748,1,19,2499,1,25,6405,0,34,2978,1,14,3213,1,27,5120,1,28,4207,0,1,254867,1,4,12038,2,13,2622,1,21,3642,0,12,2323,2,20,5621,1,41,9762,1,10,4771,0,26,2593,1,15,3211,1,29,4308,1,9,7126,2,3,26397,2,2,8577,0,31,4550,1,16,3197,1,24,6351,0,36,1794,2,6,6033,3,22,3708,0,17,5684,1,39,5030,1,35,6537,2,32,7154,US,2,5,485,129,1,6,6,5,5,7,4,3,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,1,26,1,1,1,2,2,60,2,1,4,,0.6579558652729384,24,6,11,3,0,0,1,0,0
1,34,7328,0,24,1506,2,37,1389,1,31,1966,1,12,1467,1,22,2885,0,29,1217,1,8,2533,1,16,3388,2,20,1685,0,23,3556,0,41,1697,2,4,10330,0,40,13610,0,18,1833,1,39,582,2,5,3580,0,32,1335,0,9,2766,0,42,1156,2,7,1609,1,21,1535,0,25,2748,2,36,1866,0,27,8520,2,2,21995,1,26,50433,1,17,1686,0,19,3790,1,38,7657,1,15,4342,1,6,2937,1,14,830,2,1,7446,0,13,2690,0,28,1840,1,11,2186,2,35,5386,1,30,2804,1,33,2522,0,10,2202,1,3,8710,AU,0,7,235,160,1,3,3,5,2,6,2,1,1,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,2,1,1,2,2,60,2,1,1,,0.5644599303135887,23,5,8,3,0,0,1,0,0
1,38,3532,1,36,3033,1,24,3480,1,30,2869,2,17,2857,0,5,2929,2,21,3799,0,15,5219,1,35,5766,2,25,2431,2,2,5947,1,4,6735,1,22,2159,1,32,10988,1,42,2189,2,1,4574,1,27,4750,0,29,2254,0,34,3130,0,8,3059,1,19,2051,1,39,2311,0,13,2361,2,28,4029,2,7,7742,1,31,2059,1,6,4084,1,14,3182,1,37,3103,1,12,4285,2,40,3772,1,20,5230,1,23,2563,2,3,1000,1,16,8582,0,11,2099,1,33,4053,1,9,2053,2,26,2559,2,18,4201,0,41,1931,2,10,3146,US,0,4,159,142,1,5,6,5,5,7,5,5,3,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,17,1,1,1,10,1,70,2,1,4,,0.4785133565621369,21,12,13,3,2,0,1,0,0
1,37,6420,0,10,3642,2,12,5457,0,13,13748,2,1,10540,1,27,4614,0,18,3904,2,21,3152,0,28,6482,2,7,5850,0,39,9503,0,16,6023,3,29,1778,1,32,7733,0,23,5172,3,2,10362,3,42,3003,2,19,3207,0,3,6203,0,11,2829,2,6,4527,2,40,3893,0,34,2101,2,36,4392,0,4,10216,3,20,1918,2,22,3149,0,17,2207,2,41,4498,1,14,11487,2,31,4353,2,15,5861,0,30,3340,3,8,3072,0,25,10442,0,5,3921,3,38,4641,3,35,2946,1,33,5170,1,24,7591,0,26,2529,2,9,4706,US,0,2,227,206,5,3,6,5,7,6,4,4,2,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,3,1,32,2,1,1,12,5,60,2,1,1,,1.3199767711962833,35,2,16,4,0,1,1,0,0
0,14,3966,0,29,1971,1,20,5796,0,12,4673,1,5,4736,0,13,2140,0,18,3330,0,9,5853,0,15,5254,0,23,3684,0,36,2686,0,30,2354,1,33,6481,1,41,6797,0,24,1718,0,28,3495,2,11,4352,0,16,6221,0,21,5232,0,2,4574,1,19,7302,0,25,2181,0,10,2947,1,32,4651,0,37,4277,2,8,7191,0,22,1997,0,6,3165,0,42,2898,0,7,6109,1,38,5186,3,35,4348,0,40,1990,2,27,5105,3,39,7039,0,1,7399,0,31,3619,0,34,3330,1,26,3851,0,4,9679,0,17,3355,1,3,5378,US,2,3,197,167,2,1,5,1,2,7,5,3,7,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,19,2,1,1,6,1,60,2,1,3,engineering,0.6951219512195121,13,0,8,1,0,0,0,0,0
3,2,7170,0,34,1476,3,12,1870,1,22,1939,2,21,9940,1,7,2933,0,4,4185,1,37,1640,1,32,3648,3,15,1373,3,8,2455,1,24,3773,3,13,1900,2,18,4276,0,36,1436,3,20,3776,2,5,3021,2,16,1760,0,1,2799,1,14,2513,3,40,1548,1,33,2992,0,9,2614,3,3,2116,1,17,11414,2,23,20353,1,39,1990,0,10,1367,3,29,2311,1,19,3872,3,38,1673,2,27,2697,0,42,2486,3,25,1577,1,35,5490,1,6,3378,3,11,3362,3,28,1106,1,31,3249,2,30,6322,1,41,1599,3,26,7497,CA,0,4,166,159,1,5,2,6,2,7,3,4,3,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,25,2,1,1,12,1,60,2,1,2,,1.2520325203252034,39,9,22,4,1,2,1,0,0
1,39,2737,0,26,3069,1,33,537,0,37,3861,2,32,4176,1,3,6599,0,2,8444,1,6,3577,2,42,8801,1,7,7468,1,18,2907,1,40,2874,2,31,2555,0,10,7352,1,14,8318,1,27,4080,1,25,3845,0,20,3243,0,22,8053,0,21,3773,1,19,2523,0,35,3725,0,34,2108,1,38,3224,0,17,7148,2,41,2793,1,28,2857,1,30,2671,1,36,4261,1,11,10858,1,4,7866,0,12,3326,1,9,2170,1,8,4646,1,1,36449,1,16,2140,1,15,4127,1,13,5814,1,5,2840,2,24,1544,0,23,2490,2,29,5500,US,0,185,239,219,5,2,3,6,3,6,6,3,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,18,1,1,1,1,1,70,2,1,4,,0.4181184668989549,18,8,10,2,1,0,0,0,0
1,29,3049,3,20,2934,1,13,30828,2,16,5098,1,26,4391,2,28,59415,1,2,7864,3,17,1960,2,31,4701,2,11,3302,1,30,2599,3,1,9141,3,32,1664,2,25,5050,1,6,2698,3,10,5056,3,23,2928,2,14,3102,1,18,6613,3,38,1945,3,21,3094,3,4,2840,1,39,2947,2,37,5159,2,35,5156,3,5,3278,3,27,2479,2,40,3662,1,12,7948,2,9,8673,3,34,4623,1,8,6697,2,41,2428,3,36,1665,1,3,7614,3,7,1874,3,33,22407,3,42,11364,2,19,1866,3,22,3547,3,15,2770,3,24,2779,GB,0,18,280,178,3,2,1,5,6,6,6,3,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,20,1,1,1,6,2,60,2,1,3,,0.6945412311265972,36,29,27,4,4,3,1,1,1
1,24,3153,1,7,8970,2,37,5482,3,19,3545,2,16,2470,1,22,2485,3,20,2832,3,38,3344,3,4,4524,1,10,5512,3,42,5096,2,40,3475,3,31,1861,2,21,4691,3,17,2334,3,39,2474,3,2,4444,1,12,5281,3,14,7819,2,13,4262,3,3,3444,2,6,3427,0,35,6320,3,8,4767,1,36,6715,3,26,2136,2,11,3541,3,18,1433,3,32,2994,3,27,3141,3,1,7792,3,29,4055,3,25,4650,3,9,3560,3,33,4982,3,5,3188,2,15,3270,3,28,1655,3,34,2399,2,30,7091,3,23,3008,3,41,2736,GB,0,2,171,148,1,1,1,5,5,7,6,5,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,30,2,1,1,2,1,60,2,1,3,,0.6898954703832754,37,33,32,4,4,3,1,1,1
0,14,4403,2,26,4544,2,33,3931,0,34,3911,3,28,3426,0,3,7151,2,41,3007,2,31,2319,1,40,5576,2,5,11325,1,1,10106,2,17,3236,3,38,1920,0,12,7969,1,2,42299,3,22,3572,2,9,6644,2,20,5950,0,16,8242,1,39,3044,2,4,4982,2,30,2937,0,37,2175,2,8,6670,3,29,7712,3,24,4996,0,42,7920,2,13,5594,0,25,3932,1,11,10386,2,7,7295,2,23,8636,2,15,3385,3,36,2645,2,19,8970,2,21,1956,2,32,3197,2,10,4727,2,35,3121,2,27,5831,2,18,3512,2,6,4480,AR,2,13,278,211,2,5,5,2,5,7,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,21,1,1,2,2,1,70,2,1,4,,0.9181184668989544,33,19,17,4,3,1,1,1,0
0,21,3974,1,5,6281,0,23,7217,0,19,3862,0,18,3857,2,27,2279,0,8,3480,0,38,2767,0,41,3824,0,32,2086,1,26,2984,0,40,2944,0,9,1559,1,17,7121,2,20,2818,0,4,2760,0,3,2961,1,12,19499,1,10,7384,0,15,3609,0,36,1583,0,2,12243,0,35,1759,0,24,2546,0,28,4863,1,14,2065,1,33,2617,0,29,1650,1,7,4682,0,30,2344,1,31,3160,1,42,3049,0,37,1928,0,25,5048,0,16,4725,0,13,1904,1,22,3463,0,1,6637,0,11,2544,0,6,4191,0,39,2032,2,34,2472,MX,0,12,171,147,5,7,3,5,5,6,5,5,6,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,2,21,2,1,1,4,1,60,2,1,2,engineering,0.3931475029036004,5,4,8,0,0,0,0,0,0
1,33,3155,1,35,2730,1,41,4561,1,15,6470,1,28,2475,2,4,2610,0,40,5205,3,13,1833,2,34,4916,1,20,2924,1,29,3504,2,31,4717,2,22,1962,1,32,7052,0,5,2342,0,37,2626,1,36,3200,1,12,4268,1,25,5223,0,3,4356,0,11,2300,3,8,2534,1,7,6069,1,38,3140,0,39,6966,3,21,2290,0,16,2321,1,23,2762,2,30,2736,3,19,6518,0,42,3003,1,2,10052,1,1,6545,2,9,2353,2,14,5182,1,6,4407,0,18,4252,0,10,2771,1,24,1956,2,17,4704,1,26,2991,3,27,3471,US,0,2,165,126,2,5,3,6,3,4,6,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,19,2,1,1,2,1,60,2,1,3,,0.8896631823461091,15,14,21,2,2,2,0,0,0
3,32,2853,3,38,8236,3,11,2575,2,6,2593,3,42,1769,3,17,2653,1,1,3428,3,39,1641,2,3,3201,3,10,1805,3,36,2696,2,13,4632,3,2,1339,3,33,6169,2,35,3866,3,7,2487,3,5,1771,1,9,2830,2,15,6407,3,21,2460,3,27,1387,3,14,2236,0,12,3411,3,34,1649,2,4,2911,3,37,2148,3,31,1050,2,20,2644,3,29,2987,3,41,3538,3,8,1740,3,23,6699,2,25,2782,3,28,1115,3,40,4305,3,26,1192,3,16,3327,3,19,1745,3,30,1603,3,18,2651,2,24,2321,3,22,1730,US,0,2,121,134,1,7,1,7,7,7,7,7,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,21,1,1,1,2,3,60,1,1,1,,0.48548199767711947,42,30,38,4,4,4,1,1,1
1,21,4688,0,10,12891,0,17,8560,0,4,20462,0,19,4219,1,23,6259,1,1,13248,0,5,5876,1,33,20752,1,41,7028,1,14,12271,1,32,5405,0,29,10579,1,22,10997,0,37,3582,1,27,4117,0,42,10593,1,24,8302,1,3,12260,1,12,8755,1,2,9077,1,11,4101,0,35,3196,1,20,6328,0,31,8267,1,30,23632,1,36,4770,1,18,3749,1,7,5693,2,26,10009,1,25,6762,1,28,7381,2,13,5943,1,8,9644,1,15,8387,2,9,877,0,39,10087,0,38,7011,0,6,4118,1,34,8836,0,16,3246,1,40,17796,MY,1,4,392,251,2,5,4,5,5,6,6,5,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,1,1,2,10,5,10,2,1,5,Architecture ,0.34436701509872264,8,10,13,0,2,0,0,0,0
2,25,8549589,2,29,2666,1,7,6251,2,27,4800,2,1,24966,1,35,2275,0,9,4336,1,26,6556,3,4,5250,1,38,3731,2,11,2233,2,2,5507,1,12,2464,3,28,3193,1,5,2682,1,8,2960,2,39,2161,1,31,7125,1,32,3993,2,14,2332,1,36,2097,0,37,6377,1,23,2398,2,10,6048,2,15,8086,1,18,1675,2,40,2733,1,22,10545,2,13,2168,2,20,3684,1,24,4003,3,42,3319,1,41,1626,1,21,1859,2,33,6201,0,19,3392,1,17,2758,1,16,3007,1,34,2458,3,3,3657,0,6,4214,2,30,6042,US,1,3,8736,321,5,6,5,5,6,6,6,6,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,19,1,1,1,10,2,70,2,1,3,Zoology,0.644018583042973,18,20,23,2,4,2,0,1,0
2,20,3892,0,39,2721,2,8,3537,3,22,5841,3,9,2119,1,7,5230,2,14,3825,3,10,3221,2,6,9637,3,11,1710,3,29,2785,1,15,2797,2,41,1626,0,28,5951,1,31,2364,3,23,5174,1,4,4255,2,34,2894,0,16,4622,2,1,7239,2,33,2640,3,30,2590,1,2,8923,3,12,2330,3,21,7430,3,13,1842,1,36,2113,1,26,2378,3,38,3045,2,42,6821,3,3,7428,1,17,7310,1,37,1866,2,24,2042,0,35,4257,1,40,1898,1,25,3467,2,32,1717,0,18,4056,1,19,5206,1,27,4252,3,5,4677,ID,1,10,173,158,5,5,5,6,6,6,7,5,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,21,1,1,1,8,1,10,2,1,2,Engineering,1.063879210220674,33,20,21,4,4,2,1,1,0
1,24,3918,0,28,3425,0,8,5613,0,4,6426,0,38,3649,1,10,9660,1,16,7046,0,7,35308,1,3,13197,1,22,6391,2,31,6851,0,20,2371,1,42,2771,1,9,5692,0,26,3172,0,19,3562,0,11,45624,2,34,3828,0,15,7480,0,41,4491,1,13,3457,0,6,6461,0,39,3269,0,23,4043,1,40,7037,0,35,3918,1,5,4096,1,36,8524,1,32,7031,1,27,3888,1,30,5521,1,25,9341,1,1,9846,1,18,4275,1,2,12904,1,17,3283,0,33,8348,0,29,2369,0,21,3504,1,14,6275,0,37,4162,1,12,6212,MY,1,3,310,207,5,3,5,3,6,6,6,1,5,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,23,1,1,1,10,0,10,2,1,3,Human resources ,0.3443670150987223,6,7,12,0,0,0,0,0,0
0,28,7336,2,14,3661,0,5,3722,0,27,3335,0,8,2330,2,24,3212,1,13,2031,0,10,1918,3,11,5028,0,36,2889,2,21,5924,1,37,4664,0,41,2064,1,15,8270,0,31,1516,0,20,2575,0,22,2095,0,25,2497,0,33,6161,1,40,4498,0,32,2296,0,9,4251,0,29,2244,0,30,2528,1,35,10198,0,6,5484,1,38,4508,1,4,4319,0,23,6806,1,16,7508,0,26,2349,2,1,16886,2,7,4019,0,12,1816,0,34,3928,1,39,2485,1,18,3277,0,42,2939,1,2,7913,2,3,4854,1,17,6318,0,19,2989,MY,0,6,198,194,5,3,3,4,4,1,3,2,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,20,1,1,2,4,2,10,2,1,3,Accountancy,0.6742160278745639,1,14,12,0,2,0,0,0,0
3,19,2599,3,37,2049,3,41,3881,0,42,6257,3,22,3226,3,20,1818,1,12,2917,1,32,1910,1,6,4948,1,1,20831,3,13,2357,1,7,6430,2,30,2308,3,8,10245,0,16,2343,3,39,2528,3,33,2690,3,17,2836,1,5,8779,0,2,7760,2,28,2568,1,31,2680,0,24,2153,2,4,8511,1,21,5095,2,26,2482,3,23,1788,0,3,5961,2,38,3651,3,18,3894,1,35,2973,2,29,2344,1,9,4071,3,14,2707,3,36,9441,1,34,1718,0,25,4067,1,11,2806,2,10,3408,3,15,2947,1,27,3087,3,40,5348,MY,1,9,184,232,6,5,6,6,5,4,6,7,5,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,20,1,1,2,4,1,10,2,1,4,Accountancy,1.2456445993031353,29,15,31,4,3,3,1,1,1
3,4,6066,3,16,1412,3,42,2731,3,11,6566,3,6,3623,2,34,5180,1,27,1616,2,24,2650,3,12,5394,3,15,1938,3,5,3652,2,36,3895,3,3,4639,3,13,3519,1,26,4224,3,33,1801,3,19,2100,3,23,2832,1,38,3852,1,2,12135,3,31,1898,3,39,3114,2,20,5982,3,14,2381,3,30,3534,3,18,2594,1,17,4523,1,10,3037,3,8,4063,3,32,2418,3,1,10734,3,22,5800,2,37,2704,2,9,3565,3,25,4031,1,40,2167,2,28,4117,3,41,2069,2,29,2883,2,21,3953,1,35,2536,3,7,4660,US,1,4,164,160,4,1,5,5,5,4,5,5,4,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,2,1,2,32,2,1,1,10,1,10,1,1,2,chemical engineering,0.6370499419279905,40,26,35,4,4,4,1,1,1
1,9,5408,1,37,2131,1,38,3205,2,11,3533,3,36,1770,2,25,2136,1,33,2995,2,18,3827,2,14,6674,3,41,1824,3,30,2315,2,35,3119,2,13,3720,2,12,6590,1,23,2387,3,29,3464,3,21,2297,1,5,7834,2,20,8052,3,28,2469,1,7,3354,1,39,2075,1,27,3740,2,8,2327,2,26,4414,3,17,3057,3,42,1892,1,24,5395,2,6,3007,1,1,9891,3,40,4836,1,3,7367,2,32,1827,3,16,1963,1,22,11882,1,4,6609,3,15,2820,1,10,2093,2,31,2629,2,2,9100,1,34,2554,3,19,8882,MY,0,16,193,170,2,5,4,5,4,4,6,2,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,2,24,1,1,2,4,2,10,2,1,4,,0.6736353077816493,34,21,25,4,4,2,1,1,0
1,1,10866,3,16,1650,2,6,3206,2,21,4908,2,19,1956,2,27,3168,1,22,3021,3,23,2976,2,28,5421,1,32,3107,2,8,3239,2,39,3305,2,9,1863,2,20,3559,2,7,2610,2,17,11118,1,31,4439,2,18,2114,1,40,4644,1,2,16945,1,3,5782,2,15,2485,2,29,1765,2,13,3417,2,12,4120,2,26,2359,1,33,2200,2,38,1947,1,41,2822,2,34,3956,2,14,2855,1,42,4895,2,35,2403,1,36,2210,2,25,4655,1,5,5357,1,10,4417,1,4,5921,2,24,2328,2,37,6317,1,11,5116,2,30,2942,US,2,2,175,152,3,4,5,6,5,5,5,5,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,32,1,1,1,2,1,60,2,3,2,,0.31649245063879183,22,24,25,3,4,2,1,1,0
0,36,1914,0,38,1109,0,34,2322,0,33,1936,0,40,1499,0,41,1197,1,10,7497,0,39,1604,0,42,2459,0,35,1843,0,11,3234,0,6,3538,0,8,1522,0,4,7625,0,12,3250,0,24,4015,0,20,3796,0,3,11901,0,32,1953,0,29,2055,0,17,2267,0,27,1898,0,25,1781,0,22,2727,0,28,5446,0,9,3572,0,37,1679,1,1,3755,0,23,2420,0,18,5268,0,7,6929,0,30,2680,0,14,2164,0,13,1954,0,21,4577,0,19,1015,0,5,5905,0,15,2236,0,26,1757,0,31,2906,0,16,2194,1,2,15520,MY,1,4,174,155,5,1,7,1,1,3,5,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,33,2,1,1,8,2,10,2,2,3,biology,0.0679442508710801,1,2,0,0,0,0,0,0,0
